state,action,q_value,last_action,debug
"('K', 'K')_-4.0_4_1",take_discard_2,0.0,g_70_r_1: Q-learning agent took from discard and placed at position 1,{}
"('K', 'K')_-4.0_4_1",take_discard_3,0.0,g_70_r_1: Q-learning agent took from discard and placed at position 1,{}
"('K', 'K')_-4.0_4_1",draw_deck_0,0.0,g_70_r_1: Q-learning agent took from discard and placed at position 1,{}
"('K', 'K')_-4.0_4_1",draw_deck_1,0.0,g_70_r_1: Q-learning agent took from discard and placed at position 1,{}
"('K', 'K')_-4.0_4_1",draw_deck_2,0.0,g_70_r_1: Q-learning agent took from discard and placed at position 1,{}
"('K', 'K')_-4.0_4_1",draw_deck_3,0.0,g_70_r_1: Q-learning agent took from discard and placed at position 1,{}
"('K', 'K')_-4.0_4_1",draw_deck_flip_0,0.0,g_70_r_1: Q-learning agent took from discard and placed at position 1,{}
"('K', 'K')_-4.0_4_1",draw_deck_flip_1,0.0,g_70_r_1: Q-learning agent took from discard and placed at position 1,{}
"('K', 'K')_-4.0_4_1",draw_deck_flip_2,0.0,g_70_r_1: Q-learning agent took from discard and placed at position 1,{}
"('K', 'K')_-4.0_4_1",draw_deck_flip_3,0.0,g_70_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', 'K', 'K')_-2.5_2_2",take_discard_2,0.0,g_70_r_2: Q-learning agent took from discard and placed at position 2,{}
"('4', 'K', 'K')_-2.5_2_2",take_discard_3,0.0,g_70_r_2: Q-learning agent took from discard and placed at position 2,{}
"('4', 'K', 'K')_-2.5_2_2",draw_deck_1,0.0,g_70_r_2: Q-learning agent took from discard and placed at position 2,{}
"('4', 'K', 'K')_-2.5_2_2",draw_deck_2,0.0,g_70_r_2: Q-learning agent took from discard and placed at position 2,{}
"('4', 'K', 'K')_-2.5_2_2",draw_deck_3,0.0,g_70_r_2: Q-learning agent took from discard and placed at position 2,{}
"('4', 'K', 'K')_-2.5_2_2",draw_deck_flip_1,0.0,g_70_r_2: Q-learning agent took from discard and placed at position 2,{}
"('4', 'K', 'K')_-2.5_2_2",draw_deck_flip_2,0.0,g_70_r_2: Q-learning agent took from discard and placed at position 2,{}
"('4', 'K', 'K')_-2.5_2_2",draw_deck_flip_3,0.0,g_70_r_2: Q-learning agent took from discard and placed at position 2,{}
"('2', '4', 'K', 'K')_-3.0_8_3",take_discard_3,0.0,g_70_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '4', 'K', 'K')_-3.0_8_3",draw_deck_2,0.0,g_70_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '4', 'K', 'K')_-3.0_8_3",draw_deck_3,0.0,g_70_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '4', 'K', 'K')_-3.0_8_3",draw_deck_flip_2,0.0,g_70_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '4', 'K', 'K')_-3.0_8_3",draw_deck_flip_3,0.0,g_70_r_3: Q-learning agent took from discard and placed at position 3,{}
"('2', '4', '8', 'K')_4.0_J_4",draw_deck_3,0.0,g_70_r_4: Q-learning agent took from discard and placed at position 4,{}
"('2', '4', '8', 'K')_4.0_J_4",draw_deck_flip_3,0.0,g_70_r_4: Q-learning agent took from discard and placed at position 4,{}
"('10', '8')_-1.0_3_1",take_discard_1,0.0,g_71_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '8')_-1.0_3_1",take_discard_2,0.0,g_71_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '8')_-1.0_3_1",take_discard_3,0.0,g_71_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '8')_-1.0_3_1",draw_deck_0,0.0,g_71_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '8')_-1.0_3_1",draw_deck_1,0.0,g_71_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '8')_-1.0_3_1",draw_deck_2,0.0,g_71_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '8')_-1.0_3_1",draw_deck_3,0.0,g_71_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '8')_-1.0_3_1",draw_deck_flip_0,0.0,g_71_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '8')_-1.0_3_1",draw_deck_flip_1,0.0,g_71_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '8')_-1.0_3_1",draw_deck_flip_2,0.0,g_71_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '8')_-1.0_3_1",draw_deck_flip_3,0.0,g_71_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '3', '8')_-8.5_K_2",take_discard_2,0.0,g_71_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '3', '8')_-8.5_K_2",take_discard_3,0.0,g_71_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '3', '8')_-8.5_K_2",draw_deck_1,0.0,g_71_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '3', '8')_-8.5_K_2",draw_deck_2,0.0,g_71_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '3', '8')_-8.5_K_2",draw_deck_3,0.0,g_71_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '3', '8')_-8.5_K_2",draw_deck_flip_1,0.0,g_71_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '3', '8')_-8.5_K_2",draw_deck_flip_2,0.0,g_71_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '3', '8')_-8.5_K_2",draw_deck_flip_3,0.0,g_71_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '3', '8', 'K')_-4.5_8_3",take_discard_3,0.0,g_71_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '3', '8', 'K')_-4.5_8_3",draw_deck_2,0.0,g_71_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '3', '8', 'K')_-4.5_8_3",draw_deck_3,0.0,g_71_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '3', '8', 'K')_-4.5_8_3",draw_deck_flip_2,0.0,g_71_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '3', '8', 'K')_-4.5_8_3",draw_deck_flip_3,0.0,g_71_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '6')_-3.0_7_1",take_discard_1,0.0,g_72_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '6')_-3.0_7_1",take_discard_2,0.0,g_72_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '6')_-3.0_7_1",take_discard_3,0.0,g_72_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '6')_-3.0_7_1",draw_deck_0,0.0,g_72_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '6')_-3.0_7_1",draw_deck_1,0.0,g_72_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '6')_-3.0_7_1",draw_deck_2,0.0,g_72_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '6')_-3.0_7_1",draw_deck_3,0.0,g_72_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '6')_-3.0_7_1",draw_deck_flip_0,0.0,g_72_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '6')_-3.0_7_1",draw_deck_flip_1,0.0,g_72_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '6')_-3.0_7_1",draw_deck_flip_2,0.0,g_72_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '6')_-3.0_7_1",draw_deck_flip_3,0.0,g_72_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '6', '7')_-6.0_9_2",take_discard_2,0.0,g_72_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '6', '7')_-6.0_9_2",take_discard_3,0.0,g_72_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '6', '7')_-6.0_9_2",draw_deck_1,0.0,g_72_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '6', '7')_-6.0_9_2",draw_deck_2,0.0,g_72_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '6', '7')_-6.0_9_2",draw_deck_3,0.0,g_72_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '6', '7')_-6.0_9_2",draw_deck_flip_1,0.0,g_72_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '6', '7')_-6.0_9_2",draw_deck_flip_2,0.0,g_72_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '6', '7')_-6.0_9_2",draw_deck_flip_3,0.0,g_72_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '6', '7', '9')_9.5_7_3",take_discard_3,0.0,g_72_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '6', '7', '9')_9.5_7_3",draw_deck_2,0.0,g_72_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '6', '7', '9')_9.5_7_3",draw_deck_3,0.0,g_72_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '6', '7', '9')_9.5_7_3",draw_deck_flip_2,0.0,g_72_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '6', '7', '9')_9.5_7_3",draw_deck_flip_3,0.0,g_72_r_3: Q-learning agent took from discard and placed at position 3,{}
"('5', '7', '7', '9')_12.5_9_4",draw_deck_3,0.0,g_72_r_4: Q-learning agent took from discard and placed at position 4,{}
"('5', '7', '7', '9')_12.5_9_4",draw_deck_flip_3,0.0,g_72_r_4: Q-learning agent took from discard and placed at position 4,{}
"('5', '8')_-7.0_K_1",take_discard_1,0.0,g_73_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '8')_-7.0_K_1",take_discard_2,0.0,g_73_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '8')_-7.0_K_1",take_discard_3,0.0,g_73_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '8')_-7.0_K_1",draw_deck_0,0.0,g_73_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '8')_-7.0_K_1",draw_deck_1,0.0,g_73_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '8')_-7.0_K_1",draw_deck_2,0.0,g_73_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '8')_-7.0_K_1",draw_deck_3,0.0,g_73_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '8')_-7.0_K_1",draw_deck_flip_0,0.0,g_73_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '8')_-7.0_K_1",draw_deck_flip_1,0.0,g_73_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '8')_-7.0_K_1",draw_deck_flip_2,0.0,g_73_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '8')_-7.0_K_1",draw_deck_flip_3,0.0,g_73_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '8', 'K')_-3.5_6_2",take_discard_2,0.0,g_73_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '8', 'K')_-3.5_6_2",take_discard_3,0.0,g_73_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '8', 'K')_-3.5_6_2",draw_deck_1,0.0,g_73_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '8', 'K')_-3.5_6_2",draw_deck_2,0.0,g_73_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '8', 'K')_-3.5_6_2",draw_deck_3,0.0,g_73_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '8', 'K')_-3.5_6_2",draw_deck_flip_1,0.0,g_73_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '8', 'K')_-3.5_6_2",draw_deck_flip_2,0.0,g_73_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '8', 'K')_-3.5_6_2",draw_deck_flip_3,0.0,g_73_r_2: Q-learning agent took from discard and placed at position 2,{}
"('5', '6', '8', 'K')_-0.5_2_4",draw_deck_2,0.0,g_73_r_4: Q-learning agent took from discard and placed at position 3,{}
"('5', '6', '8', 'K')_-0.5_2_4",draw_deck_flip_2,0.0,g_73_r_4: Q-learning agent took from discard and placed at position 3,{}
"('A', 'Q')_-8.0_9_1",take_discard_1,0.0,g_74_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-8.0_9_1",take_discard_2,0.0,g_74_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-8.0_9_1",take_discard_3,0.0,g_74_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-8.0_9_1",draw_deck_0,0.0,g_74_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-8.0_9_1",draw_deck_1,0.0,g_74_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-8.0_9_1",draw_deck_2,0.0,g_74_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-8.0_9_1",draw_deck_3,0.0,g_74_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-8.0_9_1",draw_deck_flip_0,0.0,g_74_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-8.0_9_1",draw_deck_flip_1,0.0,g_74_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-8.0_9_1",draw_deck_flip_2,0.0,g_74_r_1: Q-learning agent took from discard and placed at position 1,{}
"('A', 'Q')_-8.0_9_1",draw_deck_flip_3,0.0,g_74_r_1: Q-learning agent took from discard and placed at position 1,{}
"('9', 'A', 'Q')_-12.0_3_2",take_discard_2,0.0,g_74_r_2: Q-learning agent took from discard and placed at position 2,{}
"('9', 'A', 'Q')_-12.0_3_2",take_discard_3,0.0,g_74_r_2: Q-learning agent took from discard and placed at position 2,{}
"('9', 'A', 'Q')_-12.0_3_2",draw_deck_1,0.0,g_74_r_2: Q-learning agent took from discard and placed at position 2,{}
"('9', 'A', 'Q')_-12.0_3_2",draw_deck_2,0.0,g_74_r_2: Q-learning agent took from discard and placed at position 2,{}
"('9', 'A', 'Q')_-12.0_3_2",draw_deck_3,0.0,g_74_r_2: Q-learning agent took from discard and placed at position 2,{}
"('9', 'A', 'Q')_-12.0_3_2",draw_deck_flip_1,0.0,g_74_r_2: Q-learning agent took from discard and placed at position 2,{}
"('9', 'A', 'Q')_-12.0_3_2",draw_deck_flip_2,0.0,g_74_r_2: Q-learning agent took from discard and placed at position 2,{}
"('9', 'A', 'Q')_-12.0_3_2",draw_deck_flip_3,0.0,g_74_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '9', 'A', 'Q')_-9.5_K_3",take_discard_3,0.0,g_74_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '9', 'A', 'Q')_-9.5_K_3",draw_deck_2,0.0,g_74_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '9', 'A', 'Q')_-9.5_K_3",draw_deck_3,0.0,g_74_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '9', 'A', 'Q')_-9.5_K_3",draw_deck_flip_2,0.0,g_74_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '9', 'A', 'Q')_-9.5_K_3",draw_deck_flip_3,0.0,g_74_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '9', 'A', 'K')_-5.5_5_4",draw_deck_3,0.0,g_74_r_4: Q-learning agent took from discard and placed at position 4,{}
"('3', '9', 'A', 'K')_-5.5_5_4",draw_deck_flip_3,0.0,g_74_r_4: Q-learning agent took from discard and placed at position 4,{}
"('5', '7')_0.0_3_1",take_discard_1,0.0,g_75_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '7')_0.0_3_1",take_discard_2,0.0,g_75_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '7')_0.0_3_1",take_discard_3,0.0,g_75_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '7')_0.0_3_1",draw_deck_0,0.0,g_75_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '7')_0.0_3_1",draw_deck_1,0.0,g_75_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '7')_0.0_3_1",draw_deck_2,0.0,g_75_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '7')_0.0_3_1",draw_deck_3,0.0,g_75_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '7')_0.0_3_1",draw_deck_flip_0,0.0,g_75_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '7')_0.0_3_1",draw_deck_flip_1,0.0,g_75_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '7')_0.0_3_1",draw_deck_flip_2,0.0,g_75_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '7')_0.0_3_1",draw_deck_flip_3,0.0,g_75_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '5', '7')_3.0_J_2",take_discard_2,0.0,g_75_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '7')_3.0_J_2",take_discard_3,0.0,g_75_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '7')_3.0_J_2",draw_deck_1,0.0,g_75_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '7')_3.0_J_2",draw_deck_2,0.0,g_75_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '7')_3.0_J_2",draw_deck_3,0.0,g_75_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '7')_3.0_J_2",draw_deck_flip_1,0.0,g_75_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '7')_3.0_J_2",draw_deck_flip_2,0.0,g_75_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '7')_3.0_J_2",draw_deck_flip_3,0.0,g_75_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '5', '7', 'J')_3.5_J_3",take_discard_3,0.0,g_75_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '5', '7', 'J')_3.5_J_3",draw_deck_2,0.0,g_75_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '5', '7', 'J')_3.5_J_3",draw_deck_3,0.0,g_75_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '5', '7', 'J')_3.5_J_3",draw_deck_flip_2,0.0,g_75_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '5', '7', 'J')_3.5_J_3",draw_deck_flip_3,0.0,g_75_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '7', 'J', 'J')_-0.5_5_4",draw_deck_3,0.0,g_75_r_4: Q-learning agent took from discard and placed at position 4,{}
"('3', '7', 'J', 'J')_-0.5_5_4",draw_deck_flip_3,0.0,g_75_r_4: Q-learning agent took from discard and placed at position 4,{}
"('3', '4')_-1.0_A_1",take_discard_1,0.0,g_76_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4')_-1.0_A_1",take_discard_2,0.0,g_76_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4')_-1.0_A_1",take_discard_3,0.0,g_76_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4')_-1.0_A_1",draw_deck_0,0.0,g_76_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4')_-1.0_A_1",draw_deck_1,0.0,g_76_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4')_-1.0_A_1",draw_deck_2,0.0,g_76_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4')_-1.0_A_1",draw_deck_3,0.0,g_76_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4')_-1.0_A_1",draw_deck_flip_0,0.0,g_76_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4')_-1.0_A_1",draw_deck_flip_1,0.0,g_76_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4')_-1.0_A_1",draw_deck_flip_2,0.0,g_76_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4')_-1.0_A_1",draw_deck_flip_3,0.0,g_76_r_1: Q-learning agent took from discard and placed at position 1,{}
"('3', '4', 'A')_-1.5_4_2",take_discard_2,0.0,g_76_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '4', 'A')_-1.5_4_2",take_discard_3,0.0,g_76_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '4', 'A')_-1.5_4_2",draw_deck_1,0.0,g_76_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '4', 'A')_-1.5_4_2",draw_deck_2,0.0,g_76_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '4', 'A')_-1.5_4_2",draw_deck_3,0.0,g_76_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '4', 'A')_-1.5_4_2",draw_deck_flip_1,0.0,g_76_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '4', 'A')_-1.5_4_2",draw_deck_flip_2,0.0,g_76_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '4', 'A')_-1.5_4_2",draw_deck_flip_3,0.0,g_76_r_2: Q-learning agent took from discard and placed at position 2,{}
"('3', '4', '4', 'A')_-14.0_K_3",take_discard_3,0.0,g_76_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '4', '4', 'A')_-14.0_K_3",draw_deck_2,0.0,g_76_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '4', '4', 'A')_-14.0_K_3",draw_deck_3,0.0,g_76_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '4', '4', 'A')_-14.0_K_3",draw_deck_flip_2,0.0,g_76_r_3: Q-learning agent took from discard and placed at position 3,{}
"('3', '4', '4', 'A')_-14.0_K_3",draw_deck_flip_3,0.0,g_76_r_3: Q-learning agent took from discard and placed at position 3,{}
"('4', '4', 'A', 'K')_-7.5_3_4",draw_deck_3,0.0,g_76_r_4: Q-learning agent took from discard and placed at position 4,{}
"('4', '4', 'A', 'K')_-7.5_3_4",draw_deck_flip_3,0.0,g_76_r_4: Q-learning agent took from discard and placed at position 4,{}
"('5', '8')_0.0_4_1",take_discard_1,0.0,g_77_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '8')_0.0_4_1",take_discard_2,0.0,g_77_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '8')_0.0_4_1",take_discard_3,0.0,g_77_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '8')_0.0_4_1",draw_deck_0,0.0,g_77_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '8')_0.0_4_1",draw_deck_1,0.0,g_77_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '8')_0.0_4_1",draw_deck_2,0.0,g_77_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '8')_0.0_4_1",draw_deck_3,0.0,g_77_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '8')_0.0_4_1",draw_deck_flip_0,0.0,g_77_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '8')_0.0_4_1",draw_deck_flip_1,0.0,g_77_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '8')_0.0_4_1",draw_deck_flip_2,0.0,g_77_r_1: Q-learning agent took from discard and placed at position 1,{}
"('5', '8')_0.0_4_1",draw_deck_flip_3,0.0,g_77_r_1: Q-learning agent took from discard and placed at position 1,{}
"('4', '5', '8')_2.5_A_2",take_discard_2,0.0,g_77_r_2: Q-learning agent took from discard and placed at position 2,{}
"('4', '5', '8')_2.5_A_2",take_discard_3,0.0,g_77_r_2: Q-learning agent took from discard and placed at position 2,{}
"('4', '5', '8')_2.5_A_2",draw_deck_1,0.0,g_77_r_2: Q-learning agent took from discard and placed at position 2,{}
"('4', '5', '8')_2.5_A_2",draw_deck_2,0.0,g_77_r_2: Q-learning agent took from discard and placed at position 2,{}
"('4', '5', '8')_2.5_A_2",draw_deck_3,0.0,g_77_r_2: Q-learning agent took from discard and placed at position 2,{}
"('4', '5', '8')_2.5_A_2",draw_deck_flip_1,0.0,g_77_r_2: Q-learning agent took from discard and placed at position 2,{}
"('4', '5', '8')_2.5_A_2",draw_deck_flip_2,0.0,g_77_r_2: Q-learning agent took from discard and placed at position 2,{}
"('4', '5', '8')_2.5_A_2",draw_deck_flip_3,0.0,g_77_r_2: Q-learning agent took from discard and placed at position 2,{}
"('4', '7', '8', 'A')_-1.0_5_4",draw_deck_3,0.0,g_77_r_4: Q-learning agent took from discard and placed at position 4,{}
"('4', '7', '8', 'A')_-1.0_5_4",draw_deck_flip_3,0.0,g_77_r_4: Q-learning agent took from discard and placed at position 4,{}
"('10', '2')_0.0_J_1",take_discard_1,0.0,g_78_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '2')_0.0_J_1",take_discard_2,0.0,g_78_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '2')_0.0_J_1",take_discard_3,0.0,g_78_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '2')_0.0_J_1",draw_deck_0,0.0,g_78_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '2')_0.0_J_1",draw_deck_1,0.0,g_78_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '2')_0.0_J_1",draw_deck_2,0.0,g_78_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '2')_0.0_J_1",draw_deck_3,0.0,g_78_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '2')_0.0_J_1",draw_deck_flip_0,0.0,g_78_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '2')_0.0_J_1",draw_deck_flip_1,0.0,g_78_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '2')_0.0_J_1",draw_deck_flip_2,0.0,g_78_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '2')_0.0_J_1",draw_deck_flip_3,0.0,g_78_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '2', 'J')_-10.0_10_2",take_discard_2,0.0,g_78_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '2', 'J')_-10.0_10_2",take_discard_3,0.0,g_78_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '2', 'J')_-10.0_10_2",draw_deck_1,0.0,g_78_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '2', 'J')_-10.0_10_2",draw_deck_2,0.0,g_78_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '2', 'J')_-10.0_10_2",draw_deck_3,0.0,g_78_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '2', 'J')_-10.0_10_2",draw_deck_flip_1,0.0,g_78_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '2', 'J')_-10.0_10_2",draw_deck_flip_2,0.0,g_78_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '2', 'J')_-10.0_10_2",draw_deck_flip_3,0.0,g_78_r_2: Q-learning agent took from discard and placed at position 2,{}
"('10', '10', '2', 'J')_-10.0_J_3",take_discard_3,0.0,g_78_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '10', '2', 'J')_-10.0_J_3",draw_deck_2,0.0,g_78_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '10', '2', 'J')_-10.0_J_3",draw_deck_3,0.0,g_78_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '10', '2', 'J')_-10.0_J_3",draw_deck_flip_2,0.0,g_78_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '10', '2', 'J')_-10.0_J_3",draw_deck_flip_3,0.0,g_78_r_3: Q-learning agent took from discard and placed at position 3,{}
"('10', '10', 'J', 'J')_-11.0_A_4",draw_deck_3,0.0,g_78_r_4: Q-learning agent took from discard and placed at position 4,{}
"('10', '10', 'J', 'J')_-11.0_A_4",draw_deck_flip_3,0.0,g_78_r_4: Q-learning agent took from discard and placed at position 4,{}
"('10', '4')_0.5_2_1",take_discard_1,0.0,g_79_r_1: Q-learning agent took from discard and placed at position 1,{}
"('10', '4')_0.5_2_1",take_discard_2,0.0,g_79_r_1: Q-learning agent took from discard and placed at position 1,{}
